Breed,Color,Gender,Age,AdoptionLikelihood
Pit Bull Mix,Fawn/White,Neutered Male,2,1
Scottish Terrier Mix,Black,Intact Female,1,0
Border Collie,Black/White,Neutered Male,10,0
Miniature Poodle Mix,White,Neutered Male,5,0
Staffordshire Mix,White/Tan,Neutered Male,1,1
Doberman Pinsch,Red,Spayed Female,0,1
Labrador Retriever Mix,White/Tan,Spayed Female,0,1
Doberman Pinsch Mix,Red,Spayed Female,6,1
Doberman Pinsch Mix,Red/Tan,Spayed Female,4,0
Australian Kelpie Mix,Black/Brown,Spayed Female,2,1
Siberian Husky Mix,Black/White,Spayed Female,4,1
Great Pyrenees,White,Intact Male,10,0
Anatol Shepherd/Labrador Retriever,White,Neutered Male,3,1
American Bulldog Mix,White/Brown,Neutered Male,1,1
Akita Mix,Black/White,Neutered Male,5,1
Dachshund Longhair/Chihuahua Longhair,Black/Brown,Spayed Female,0,1
Labrador Retriever Mix,Tan/Black,Spayed Female,2,0
Pit Bull Mix,Brown Brindle/White,Spayed Female,4,1
Pit Bull,Black/White,Spayed Female,6,0
Chihuahua Longhair Mix,Black Brindle,Spayed Female,14,0
American Staffordshire Terrier,White,Spayed Female,6,0
German Shepherd Mix,Tan/Black,Neutered Male,3,1
Labrador Retriever Mix,Black/White,Neutered Male,0,1
Australian Shepherd/Nova Scotia Duck Tolling Retriever,Chocolate/White,Neutered Male,1,0
Dachshund/Bloodhound,Brown/White,Neutered Male,0,0
German Shepherd Mix,Black/Tan,Neutered Male,2,1
Pit Bull Mix,Blue/White,Spayed Female,0,1
Cardigan Welsh Corgi/German Shepherd,Black/Tan,Neutered Male,2,1
German Shepherd,Black/Tan,Intact Female,0,0
Boxer Mix,Brown/White,Neutered Male,0,1
Chihuahua Shorthair Mix,Tan/White,Intact Male,2,0
Labrador Retriever Mix,Yellow,Neutered Male,2,1
Pit Bull Mix,Black/White,Neutered Male,3,0
Catahoula Mix,Brown Brindle,Spayed Female,1,1
Labrador Retriever Mix,Black/White,Intact Female,0,0
Boxer Mix,Brown Brindle/White,Spayed Female,2,1
Staffordshire Mix,Black/White,Spayed Female,1,1
Chihuahua Shorthair/Yorkshire Terrier,Yellow/White,Neutered Male,0,1
Great Pyrenees,White,Spayed Female,1,0
Miniature Schnauzer Mix,Black/White,Spayed Female,0,1
American Pit Bull Terrier,Blue/White,Neutered Male,0,1
Pit Bull Mix,Blue/White,Spayed Female,1,1
Beagle Mix,Tan/White,Neutered Male,0,1
Basset Hound/German Shepherd,Brown Brindle/White,Spayed Female,5,0
Australian Shepherd Mix,Black,Neutered Male,0,1
Labrador Retriever Mix,Chocolate/Tan,Neutered Male,0,1
Labrador Retriever Mix,Tan,Neutered Male,7,1
Beagle,Sable,Spayed Female,0,1
Pbgv Mix,White/Blue,Spayed Female,0,0
Labrador Retriever,Tan,Neutered Male,0,1
Chihuahua Shorthair,Brown/White,Neutered Male,1,1
German Shepherd/Carolina Dog,Black/Red,Spayed Female,1,1
American Staffordshire Terrier Mix,Fawn/White,Neutered Male,2,0
Chow Chow/Basset Hound,Brown,Neutered Male,3,1
Staffordshire Mix,Fawn/White,Neutered Male,1,1
Pit Bull Mix,Brown Brindle/White,Intact Male,6,0
Black Mouth Cur Mix,Tricolor,Spayed Female,0,1
German Shepherd Mix,Tricolor,Intact Female,0,0
Pit Bull,Fawn/White,Neutered Male,6,0
Pit Bull Mix,Brown Brindle/White,Spayed Female,1,1
Labrador Retriever/Great Pyrenees,Yellow,Neutered Male,1,1
Labrador Retriever/Pointer,Yellow,Neutered Male,1,1
German Shepherd Mix,Tricolor,Neutered Male,0,1
Pit Bull,Tan/White,Neutered Male,6,0
Labrador Retriever Mix,Black,Spayed Female,3,0
Rottweiler Mix,Black/Tan,Spayed Female,0,1
Staffordshire Mix,Blue/White,Intact Male,4,0
Labrador Retriever/Belgian Malinois,Brown Brindle/White,Neutered Male,4,1
Staffordshire Mix,Brown Brindle/White,Spayed Female,1,1
Beagle/Chihuahua Shorthair,Sable,Neutered Male,1,1
Labrador Retriever Mix,White,Spayed Female,2,0
Labrador Retriever,Black,Intact Male,4,0
Great Pyrenees/Labrador Retriever,White,Spayed Female,1,1
Treeing Cur Mix,Brown Brindle/White,Neutered Male,2,0
French Bulldog Mix,Black,Neutered Male,2,0
Chihuahua Shorthair Mix,Black/White,Spayed Female,0,1
Chihuahua Shorthair Mix,White/Brown,Intact Male,0,0
Siberian Husky,Red/White,Neutered Male,0,1
Chihuahua Shorthair Mix,Brown/White,Neutered Male,4,0
Pointer,Black/Blue Tick,Neutered Male,0,1
Australian Cattle Dog Mix,White/Black,Neutered Male,0,1
Brittany/Labrador Retriever,Red,Spayed Female,3,1
Chihuahua Shorthair Mix,Tan,Neutered Male,4,0
Pit Bull Mix,Brown/White,Spayed Female,1,1
Pit Bull Mix,White/Black,Intact Female,0,0
German Shepherd Mix,Black/White,Neutered Male,3,1
Border Collie/Great Pyrenees,White/Tricolor,Spayed Female,3,0
Lhasa Apso Mix,White/Tan,Neutered Male,2,0
Alaskan Husky/German Shepherd,Tricolor/Brown,Neutered Male,1,1
Cocker Spaniel/Toy Poodle,Black,Neutered Male,2,0
Labrador Retriever Mix,Tan/White,Spayed Female,1,1
Labrador Retriever/German Shepherd,Cream,Spayed Female,0,1
Labrador Retriever Mix,White/Brown,Spayed Female,2,1
Chihuahua Shorthair Mix,White/Tan,Spayed Female,2,1
Miniature Poodle Mix,White,Neutered Male,11,0
Chihuahua Shorthair/Dachshund,Brown/White,Neutered Male,1,1
Chihuahua Shorthair Mix,Black/Tan,Spayed Female,7,1
Basenji Mix,White/Brown,Neutered Male,2,0
Jack Russell Terrier Mix,White/Tan,Neutered Male,1,1
American Bulldog Mix,White/Brown,Neutered Male,5,1
Beagle,Brown/White,Neutered Male,0,1
Dachshund/Chihuahua Shorthair,Blue Merle/White,Spayed Female,5,1
Labrador Retriever Mix,Black,Neutered Male,1,1
Chihuahua Shorthair Mix,White/Brown,Intact Male,12,0
German Shepherd Mix,Brown,Intact Female,0,0
Chihuahua Shorthair Mix,Tan/White,Neutered Male,0,1
Shetland Sheepdog/Basenji,Brown/White,Spayed Female,8,0
West Highland/Lhasa Apso,White/Black,Intact Female,2,0
Beagle Mix,Red/White,Neutered Male,1,1
Chihuahua Shorthair,Brown/Tan,Spayed Female,0,1
Labrador Retriever,Tan,Intact Male,2,0
Australian Cattle Dog/German Shepherd,Sable,Neutered Male,0,1
Labrador Retriever Mix,Black/White,Spayed Female,1,1
Pit Bull Mix,Tan/White,Spayed Female,1,1
Shetland Sheepdog Mix,White/Tan,Spayed Female,0,1
Catahoula/Harrier,Tan/White,Neutered Male,2,0
Lhasa Apso,White/Black,Intact Male,3,0
Chihuahua Shorthair Mix,Tan,Neutered Male,2,0
German Shepherd,Black/Tricolor,Intact Male,2,0
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Yorkshire Terrier/Miniature Poodle,Black,Neutered Male,5,0
Labrador Retriever Mix,Black,Spayed Female,1,1
Siberian Husky Mix,Brown/White,Neutered Male,2,1
Australian Cattle Dog Mix,Black/Brown,Unknown,0,0
Chihuahua Shorthair Mix,White,Neutered Male,1,1
Pit Bull,Blue/White,Neutered Male,0,1
Australian Cattle Dog,White/Black,Spayed Female,0,1
Chihuahua Shorthair Mix,Tan,Neutered Male,5,1
Australian Cattle Dog/Boxer,Black/White,Neutered Male,0,1
Pointer/Labrador Retriever,Brown Brindle/Brown,Neutered Male,2,1
Pit Bull Mix,Brown Brindle/White,Neutered Male,1,1
Pit Bull Mix,Brown Brindle,Neutered Male,0,1
Collie Smooth Mix,White/Black,Spayed Female,2,1
Beagle Mix,White/Tan,Spayed Female,1,1
Jack Russell Terrier Mix,White/Black,Neutered Male,7,1
Labrador Retriever,Brown/White,Spayed Female,0,1
Chihuahua Shorthair Mix,Tan/White,Spayed Female,2,0
English Foxhound Mix,Black/White,Spayed Female,0,1
German Shepherd,Black/Tan,Intact Male,0,0
Pit Bull Mix,White/Brown Brindle,Intact Female,0,0
Labrador Retriever Mix,White/Tan,Spayed Female,1,1
Pit Bull/Chihuahua Shorthair,Tan/White,Intact Male,0,0
Labrador Retriever Mix,Tan/White,Spayed Female,0,1
Pembroke Welsh Corgi Mix,Tan,Spayed Female,9,1
Cardigan Welsh Corgi Mix,Brown,Spayed Female,2,1
Labrador Retriever Mix,Black,Intact Male,14,0
Dachshund/Chihuahua Shorthair,Cream,Neutered Male,2,1
Dachshund Mix,Black/White,Spayed Female,0,1
Chihuahua Shorthair Mix,White/Tan,Neutered Male,2,1
English Bulldog,Brown Brindle/White,Neutered Male,1,1
Great Pyrenees/American Bulldog,White/Black,Neutered Male,0,1
Labrador Retriever Mix,White/Brown,Intact Female,1,1
German Shorthair Pointer Mix,Chocolate/White,Spayed Female,1,1
American Pit Bull Terrier Mix,Black/White,Spayed Female,0,1
Siberian Husky/German Shepherd,White,Neutered Male,1,1
Yorkshire Terrier Mix,Tan,Neutered Male,0,1
Rottweiler Mix,Black/Tan,Spayed Female,0,1
Pit Bull Mix,White/Brown,Intact Female,1,0
Chihuahua Shorthair Mix,Chocolate/White,Neutered Male,4,1
Pit Bull Mix,Black/White,Neutered Male,0,1
Australian Cattle Dog Mix,Tricolor,Neutered Male,0,1
Chihuahua Longhair Mix,Tan/Fawn,Spayed Female,0,0
German Shepherd/Labrador Retriever,Sable/Black,Spayed Female,2,1
Doberman Pinsch Mix,Black/Brown,Neutered Male,1,1
Pit Bull Mix,Black,Spayed Female,3,1
American Staffordshire Terrier Mix,Red/White,Intact Male,2,0
Dachshund Longhair Mix,Brown/Black,Intact Male,1,0
Labrador Retriever/Collie Smooth,Chocolate,Neutered Male,1,1
Cocker Spaniel Mix,Tan/White,Neutered Male,0,0
Pit Bull Mix,Brown/White,Neutered Male,1,1
Chihuahua Shorthair Mix,Tricolor/Brown,Neutered Male,1,0
Australian Kelpie Mix,Black/White,Spayed Female,0,0
Neapolitan Mastiff Mix,Blue,Spayed Female,3,0
German Shepherd Mix,Sable/White,Neutered Male,0,1
Pit Bull Mix,Blue,Intact Male,2,0
Staffordshire Mix,White/Black,Spayed Female,0,1
Catahoula Mix,Brown Brindle/Tan,Spayed Female,2,1
Australian Shepherd/Labrador Retriever,Fawn/White,Spayed Female,0,1
German Shepherd,Red/Black,Spayed Female,1,1
Chihuahua Shorthair Mix,Tan/White,Spayed Female,2,1
Boxer Mix,White/Brown,Neutered Male,1,1
Pit Bull Mix,Brown/White,Neutered Male,0,1
Great Pyrenees Mix,Cream,Intact Male,0,0
Boxer Mix,White/Brown Brindle,Neutered Male,0,1
Shih Tzu Mix,White/Black,Intact Female,1,0
German Shepherd Mix,Black/Brown,Neutered Male,1,1
German Shepherd,Black/Brown,Neutered Male,5,1
Boxer Mix,Fawn/White,Spayed Female,2,1
Miniature Pinscher/Chihuahua Shorthair,Tricolor,Spayed Female,3,1
Chihuahua Shorthair Mix,Red/White,Intact Male,0,0
Lhasa Apso Mix,White,Neutered Male,5,1
Pit Bull Mix,Fawn/White,Spayed Female,1,1
Siberian Husky Mix,Black/White,Spayed Female,2,1
German Shepherd Mix,Red,Intact Female,0,0
Pit Bull Mix,White/Brown,Spayed Female,0,0
Chihuahua Longhair Mix,Black/Brown,Neutered Male,1,1
Chihuahua Shorthair Mix,Brown/White,Intact Male,1,0
Border Collie/Chow Chow,Black/White,Neutered Male,3,1
Queensland Heeler Mix,Blue Merle/Tan,Spayed Female,1,1
Pit Bull Mix,Black/White,Intact Female,0,0
Miniature Schnauzer Mix,Black/Brown,Neutered Male,0,1
Labrador Retriever Mix,Black/White,Neutered Male,0,0
Labrador Retriever Mix,Tan,Spayed Female,13,0
Australian Cattle Dog Mix,Black,Neutered Male,2,0
German Shepherd Mix,Buff,Neutered Male,1,1
Dachshund Mix,Black/White,Neutered Male,0,1
Chihuahua Shorthair Mix,Brown,Spayed Female,0,1
Pit Bull Mix,Red/White,Neutered Male,3,0
Boxer,Tan/White,Neutered Male,1,1
Siberian Husky,Black/White,Spayed Female,4,1
Chihuahua Shorthair Mix,Brown/White,Intact Female,4,0
Labrador Retriever Mix,Brown/Black,Spayed Female,8,0
Black Mouth Cur Mix,Tan,Spayed Female,2,1
Rat Terrier Mix,Tricolor,Spayed Female,1,1
Chihuahua Shorthair Mix,Fawn/White,Spayed Female,4,1
Pit Bull Mix,Blue/White,Spayed Female,2,1
Labrador Retriever Mix,Black,Neutered Male,1,1
Labrador Retriever,Brown/Tricolor,Spayed Female,1,1
Anatol Shepherd Mix,Tan/White,Spayed Female,0,1
Australian Shepherd/Boxer,Brown Brindle/White,Spayed Female,4,0
Labrador Retriever Mix,Black/White,Intact Female,2,1
Chihuahua Shorthair Mix,White/Tan,Neutered Male,2,0
Staffordshire Mix,Brown/Tricolor,Neutered Male,2,1
Chihuahua Shorthair Mix,Tan/Black,Neutered Male,3,1
American Pit Bull Terrier Mix,Blue/White,Neutered Male,1,1
Labrador Retriever/German Shepherd,Black,Neutered Male,0,1
Pointer Mix,Black/White,Spayed Female,0,1
Labrador Retriever/German Shepherd,Black,Intact Female,0,0
Doberman Pinsch,Red/Tan,Spayed Female,1,0
Pit Bull Mix,Tan,Spayed Female,2,1
Jack Russell Terrier Mix,White/Tan,Spayed Female,1,0
Australian Cattle Dog/Australian Shepherd,Brown,Spayed Female,0,1
Pit Bull Mix,Blue/White,Neutered Male,3,1
Australian Cattle Dog Mix,White/Red,Intact Male,0,0
Beagle Mix,Tricolor,Neutered Male,5,0
German Shepherd Mix,Black/White,Neutered Male,2,1
Miniature Schnauzer Mix,Black/White,Neutered Male,3,1
Catahoula Mix,Black/White,Neutered Male,1,0
German Shepherd Mix,Black/Tan,Neutered Male,0,1
Australian Cattle Dog Mix,Tan,Spayed Female,2,1
Rat Terrier Mix,White/Black,Neutered Male,6,1
Redbone Hound Mix,Red/White,Neutered Male,3,1
Pit Bull Mix,Brown Brindle/White,Spayed Female,1,1
Labrador Retriever Mix,Black/White,Neutered Male,0,1
Yorkshire Terrier/Miniature Poodle,Gray/Tan,Spayed Female,8,0
Australian Shepherd Mix,Fawn/White,Spayed Female,0,1
Queensland Heeler Mix,Red Tick/White,Neutered Male,1,0
Yorkshire Terrier Mix,Tan,Neutered Male,5,0
Chinese Crested Mix,Black/White,Neutered Male,4,1
Pit Bull,White,Intact Female,2,0
German Shepherd Mix,Black Brindle/White,Neutered Male,1,0
Siberian Husky Mix,Tan/White,Spayed Female,3,1
Chihuahua Shorthair,Tan,Intact Female,10,0
Australian Terrier Mix,Black/Gray,Neutered Male,4,1
Pit Bull Mix,Brown/Black,Intact Male,2,0
Labrador Retriever Mix,Tan/White,Spayed Female,8,1
Whippet/Dachshund,Tan,Intact Female,0,0
Chihuahua Shorthair Mix,Black/Tan,Intact Male,0,0
Pit Bull Mix,Blue/White,Neutered Male,1,1
Border Collie Mix,Black/White,Neutered Male,1,1
Pit Bull Mix,Brown/White,Neutered Male,0,1
Great Pyrenees Mix,White,Spayed Female,0,1
Rat Terrier Mix,White,Spayed Female,0,1
Chihuahua Shorthair/Yorkshire Terrier,Silver/Tan,Neutered Male,1,1
Pit Bull Mix,Red/White,Neutered Male,0,1
Catahoula Mix,White/Brown,Neutered Male,0,0
Pit Bull Mix,Brown/White,Neutered Male,2,0
Rottweiler Mix,Black/Brown,Intact Female,5,0
Tibetan Spaniel,Black/White,Neutered Male,3,0
Pit Bull Mix,Brown/White,Neutered Male,1,1
Staffordshire Mix,White/Black,Neutered Male,2,1
Great Pyrenees,White,Neutered Male,4,1
Pit Bull Mix,Blue/White,Spayed Female,1,1
Cairn Terrier Mix,Tan,Spayed Female,2,0
Chihuahua Shorthair Mix,Brown/White,Neutered Male,0,0
Yorkshire Terrier Mix,Black/Tan,Intact Male,6,0
German Shepherd/Labrador Retriever,White,Spayed Female,4,1
Chihuahua Shorthair Mix,Brown/Tan,Intact Female,3,0
Rottweiler/Great Pyrenees,Brown/Gray,Neutered Male,0,1
Australian Cattle Dog Mix,Brown/Black,Intact Male,0,0
Great Pyrenees Mix,White,Neutered Male,1,1
Dutch Shepherd Mix,Brown Brindle/White,Neutered Male,0,1
Wire Hair Fox Terrier Mix,Tricolor,Intact Male,0,0
Pit Bull Mix,Tan/White,Neutered Male,1,0
Plott Hound Mix,Brown Brindle/White,Neutered Male,0,1
Chihuahua Shorthair Mix,Black/White,Neutered Male,3,1
Border Collie Mix,Black,Spayed Female,0,1
Yorkshire Terrier Mix,Blue/Tan,Spayed Female,3,1
Chihuahua Longhair Mix,Tricolor,Intact Female,0,0
Dachshund Longhair Mix,Red,Neutered Male,5,1
Labrador Retriever Mix,Brown,Neutered Male,10,1
Labrador Retriever/Border Collie,White/Brown,Neutered Male,0,1
American Pit Bull Terrier Mix,White/Brown,Spayed Female,5,1
American Pit Bull Terrier Mix,Blue/White,Spayed Female,1,1
German Shorthair Pointer,Chocolate/White,Neutered Male,0,0
Beagle/Cardigan Welsh Corgi,Tricolor,Neutered Male,0,1
Australian Kelpie/Labrador Retriever,Brown,Neutered Male,5,1
Australian Cattle Dog Mix,Blue Merle/Tan,Neutered Male,0,1
Labrador Retriever,Yellow,Neutered Male,0,0
Labrador Retriever Mix,Black/White,Spayed Female,0,0
Field Spaniel Mix,White,Neutered Male,1,0
Chihuahua Shorthair Mix,Brown,Neutered Male,1,1
German Shepherd Mix,White/Cream,Intact Female,7,0
Maltese/Yorkshire Terrier,White,Neutered Male,1,1
Miniature Schnauzer/Miniature Poodle,White,Spayed Female,4,0
Border Collie Mix,Black/White,Intact Female,0,1
Chihuahua Shorthair Mix,Tan/Black,Neutered Male,1,0
Siberian Husky Mix,Black/White,Neutered Male,3,1
Labrador Retriever/Siberian Husky,Tan/White,Neutered Male,0,1
Chihuahua Shorthair Mix,White/Tan,Spayed Female,0,1
Beagle/Chihuahua Shorthair,Brown,Spayed Female,0,1
Chihuahua Longhair/Rat Terrier,Tan/White,Neutered Male,2,1
American Bulldog Mix,White/Brown Brindle,Neutered Male,6,1
Chihuahua Longhair/Pomeranian,Black,Spayed Female,0,1
Basenji Mix,Tricolor,Spayed Female,2,1
Flat Coat Retriever Mix,Black,Intact Female,2,1
Australian Cattle Dog,Black/Brown,Spayed Female,0,1
Chihuahua Shorthair Mix,Tricolor,Neutered Male,4,1
Chihuahua Shorthair Mix,Tan,Neutered Male,8,1
Chihuahua Shorthair/Pembroke Welsh Corgi,Black/Brown,Spayed Female,2,1
American Bulldog Mix,White/Brown Brindle,Spayed Female,2,0
Akita Mix,White/Brown,Spayed Female,2,1
Pit Bull Mix,Brown/White,Spayed Female,1,1
Pit Bull Mix,White/Brown,Neutered Male,1,1
Labrador Retriever Mix,Black,Neutered Male,8,1
Pointer Mix,Tan,Spayed Female,2,1
Pit Bull Mix,Black/White,Neutered Male,6,0
Australian Cattle Dog Mix,Tan/White,Neutered Male,0,1
Labrador Retriever Mix,Black,Spayed Female,1,0
Chihuahua Shorthair Mix,Black/Tricolor,Intact Female,13,0
German Shepherd Mix,Sable,Neutered Male,3,0
Dachshund,Brown Merle,Intact Male,0,0
Basset Hound Mix,Black/White,Neutered Male,0,1
Plott Hound Mix,Brown Brindle/White,Spayed Female,1,1
Pembroke Welsh Corgi Mix,Blue Merle/White,Neutered Male,2,1
Chihuahua Longhair Mix,Red/White,Neutered Male,2,1
Chihuahua Shorthair,Brown,Neutered Male,0,1
Pit Bull Mix,Blue Tiger/White,Spayed Female,0,1
Pit Bull Mix,Black/White,Intact Male,2,0
Belgian Malinois Mix,Brown Brindle/White,Spayed Female,0,1
Labrador Retriever Mix,Chocolate/Tan,Intact Male,0,0
Labrador Retriever Mix,White/Cream,Neutered Male,0,0
German Shepherd Mix,Tan/Black,Spayed Female,2,1
Labrador Retriever/Pit Bull,Black Smoke/White,Spayed Female,6,1
Border Collie Mix,Chocolate/White,Neutered Male,1,0
Chihuahua Shorthair Mix,Tan/White,Neutered Male,0,0
Pit Bull Mix,Blue/White,Neutered Male,1,1
Pit Bull Mix,Brown Brindle,Spayed Female,1,1
Anatol Shepherd Mix,Tan,Spayed Female,0,0
Pit Bull Mix,Brown,Intact Male,0,0
Pit Bull/Labrador Retriever,Tan/Black,Intact Male,2,0
Pit Bull Mix,Black/White,Neutered Male,2,0
Treeing Walker Coonhound Mix,Red Tick,Neutered Male,0,1
Labrador Retriever Mix,Black,Unknown,0,0
Chihuahua Shorthair Mix,White/Tan,Neutered Male,5,1
Labrador Retriever Mix,Black,Intact Male,2,0
Australian Cattle Dog Mix,Brown/White,Spayed Female,3,1
Labrador Retriever,Tan,Neutered Male,0,1
Toy Poodle Mix,White,Intact Female,4,0
German Shepherd/Chow Chow,Tricolor,Intact Female,0,0
Anatol Shepherd Mix,White/Brown,Intact Female,0,0
American Bulldog Mix,Tan/White,Neutered Male,1,1
German Shepherd,Black/Brown,Neutered Male,2,1
Rat Terrier/Chihuahua Shorthair,Tricolor,Neutered Male,2,0
Collie Smooth/German Shepherd,Brown/Black,Intact Female,4,0
Black Mouth Cur Mix,Tan/White,Spayed Female,3,0
Labrador Retriever Mix,Black/White,Neutered Male,4,1
German Shepherd Mix,Tan/White,Neutered Male,0,1
Akita,White,Spayed Female,6,1
Rottweiler Mix,Black/Brown,Neutered Male,7,0
Miniature Poodle Mix,White,Neutered Male,1,1
Border Collie/Great Pyrenees,White,Spayed Female,2,1
German Shepherd Mix,Sable,Neutered Male,7,1
Chihuahua Shorthair/Dachshund,Tan/Brown,Spayed Female,1,1
German Shepherd Mix,Black/Brown,Neutered Male,0,1
Dalmatian/Labrador Retriever,White/Black,Spayed Female,0,1
Labrador Retriever/Labrador Retriever,Black/White,Spayed Female,1,1
Miniature Poodle Mix,Black,Intact Male,1,0
Shih Tzu/Miniature Schnauzer,White/Tan,Neutered Male,2,1
Miniature Schnauzer/Toy Poodle,Black,Neutered Male,4,0
Labrador Retriever Mix,Yellow,Neutered Male,1,1
Labrador Retriever Mix,Black,Spayed Female,5,0
Miniature Schnauzer Mix,Gray/Brown,Neutered Male,1,1
Black/Tan Hound Mix,Black/Tricolor,Neutered Male,0,1
Pit Bull Mix,Blue/White,Spayed Female,2,1
Chihuahua Shorthair/Rat Terrier,Tan/White,Neutered Male,0,1
Cairn Terrier,Black,Neutered Male,0,1
Labrador Retriever/German Shepherd,Black/White,Spayed Female,3,1
Labrador Retriever/Treeing Walker Coonhound,White/Brown,Neutered Male,2,1
Labrador Retriever,Black,Spayed Female,3,0
Chow Chow Mix,Red,Intact Female,12,0
Miniature Poodle Mix,White,Spayed Female,5,0
Pit Bull Mix,Black/White,Spayed Female,5,1
Labrador Retriever Mix,Black/White,Spayed Female,0,1
American Bulldog Mix,White/Tan,Intact Male,2,0
Labrador Retriever,Buff,Intact Male,0,0
Border Collie Mix,Black/White,Neutered Male,0,1
Miniature Schnauzer Mix,Black/Tan,Neutered Male,1,1
Yorkshire Terrier Mix,Black/Brown,Intact Female,1,0
Rottweiler Mix,Black/Tan,Intact Male,8,0
Pit Bull,Red/White,Spayed Female,3,1
Jack Russell Terrier Mix,Brown,Neutered Male,1,1
American Bulldog Mix,White/Brown,Neutered Male,4,1
Chow Chow/Border Collie,Black/White,Neutered Male,0,1
Dachshund/Whippet,Red/White,Spayed Female,0,1
Labrador Retriever Mix,Black/White,Neutered Male,9,1
Chihuahua Shorthair,Tricolor/White,Neutered Male,0,1
Boxer/Labrador Retriever,Black/White,Neutered Male,4,0
Pit Bull Mix,White/Blue,Spayed Female,1,0
Shetland Sheepdog Mix,White,Neutered Male,11,0
Chihuahua Shorthair,White,Intact Male,0,0
German Shepherd Mix,Black/Brown,Neutered Male,0,1
Chihuahua Shorthair Mix,Tricolor,Intact Female,1,0
Pit Bull Mix,Brown Brindle/White,Spayed Female,2,0
Australian Kelpie Mix,Black/Tan,Neutered Male,2,0
American Pit Bull Terrier,Black/White,Neutered Male,8,1
Chihuahua Shorthair Mix,Buff,Neutered Male,15,1
Pit Bull Mix,Chocolate/White,Intact Female,2,0
Chihuahua Shorthair Mix,Tricolor,Spayed Female,3,0
German Shepherd Mix,Black/White,Spayed Female,0,1
Smooth Fox Terrier Mix,Tricolor,Neutered Male,3,1
German Shepherd Mix,Brown/White,Neutered Male,8,1
Staffordshire Mix,Blue,Spayed Female,3,1
Australian Shepherd Mix,Cream/White,Intact Female,0,0
Miniature Poodle Mix,Black,Neutered Male,13,1
Miniature Poodle Mix,Black,Neutered Male,2,1
German Shepherd,Sable,Intact Male,7,1
Dachshund Mix,Tricolor,Neutered Male,2,0
Smooth Fox Terrier,White/Tan,Spayed Female,1,1
Labrador Retriever/German Shepherd,Black,Spayed Female,1,0
American Bulldog Mix,Brown/White,Spayed Female,4,1
Labrador Retriever Mix,Brown,Spayed Female,0,1
Chihuahua Shorthair Mix,Buff/White,Neutered Male,5,1
American Staffordshire Terrier Mix,Brown Brindle/White,Neutered Male,2,1
Pit Bull Mix,Brown/White,Neutered Male,1,1
Pit Bull Mix,Brown/White,Intact Male,0,0
Miniature Poodle Mix,White,Intact Female,5,1
Chihuahua Shorthair/Catahoula,Tan/White,Spayed Female,0,1
Chihuahua Shorthair Mix,White/Tan,Spayed Female,1,1
Blue Lacy Mix,Blue/White,Spayed Female,7,1
Labrador Retriever Mix,Black,Neutered Male,0,1
American Bulldog,Tan/Tricolor,Spayed Female,0,1
Australian Cattle Dog Mix,Brown Merle/White,Neutered Male,0,1
Pit Bull Mix,Fawn/White,Spayed Female,4,0
Australian Cattle Dog/Border Collie,Black/White,Spayed Female,0,1
Akita Mix,Black/White,Neutered Male,5,1
Labrador Retriever Mix,Black/White,Neutered Male,2,1
German Shepherd Mix,Brown/Black,Neutered Male,1,1
German Shepherd Mix,Brown/Black,Spayed Female,0,1
Bull Terrier,White/Black,Spayed Female,0,1
Pit Bull Mix,White/Brown,Intact Male,3,0
Dachshund Mix,Brown Brindle,Spayed Female,0,1
Australian Cattle Dog,Blue Tick,Neutered Male,6,1
Pointer Mix,Brown Brindle/White,Neutered Male,0,0
Siberian Husky Mix,Black/Brown,Spayed Female,2,1
German Shepherd Mix,Brown/Black,Neutered Male,1,1
Australian Shepherd Mix,Black/Tan,Spayed Female,0,1
German Shepherd,Brown/Black,Neutered Male,1,1
Australian Kelpie Mix,Black/Tricolor,Neutered Male,1,1
Chihuahua Shorthair Mix,Chocolate/Tan,Unknown,0,0
Beagle Mix,Tricolor,Intact Male,2,0
Pekingese,Gold,Neutered Male,6,0
Labrador Retriever Mix,Black,Spayed Female,0,0
Beagle Mix,Brown Brindle/White,Neutered Male,1,1
Labrador Retriever Mix,White,Spayed Female,0,1
Australian Cattle Dog,Red Tick,Intact Male,1,0
Labrador Retriever Mix,Chocolate,Neutered Male,8,1
Chihuahua Longhair Mix,White/Brown,Intact Female,1,0
Labrador Retriever Mix,Red,Neutered Male,3,1
Keeshond Mix,Brown/Black,Spayed Female,9,1
Labrador Retriever/Labrador Retriever,Black/White,Spayed Female,0,1
German Shepherd Mix,Black,Spayed Female,0,1
Great Pyrenees,White,Intact Male,2,1
Chihuahua Shorthair Mix,Chocolate/White,Intact Male,2,0
Rat Terrier Mix,White/Black,Spayed Female,0,1
Shih Tzu,Gray/White,Neutered Male,7,0
Chihuahua Longhair Mix,Buff,Neutered Male,1,1
Pit Bull Mix,Black/White,Unknown,0,0
Rottweiler Mix,Black/Brown Brindle,Intact Female,0,0
Pit Bull Mix,Black/White,Neutered Male,3,0
Labrador Retriever Mix,Gold,Intact Male,0,0
Queensland Heeler Mix,Black/Brown,Spayed Female,0,1
Pit Bull Mix,White/Brown Brindle,Spayed Female,1,1
Smooth Fox Terrier Mix,Tan/White,Spayed Female,5,1
Labrador Retriever Mix,Red,Neutered Male,2,0
Labrador Retriever/German Shepherd,Tan,Intact Male,4,0
